employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
1405,SalesMarketing,region_7,Bachelors,m,other,2,31,3,4,0,,0
47221,HR,region_22,Mastersabove,m,other,1,42,3,12,0,46,0
6506,Operations,region_13,Mastersabove,m,sourcing,1,33,1,5,0,57,0
37986,Operations,region_2,,f,sourcing,1,29,5,6,0,56,0
46346,Operations,region_28,Mastersabove,m,sourcing,1,30,5,5,1,75,1
51887,SalesMarketing,region_15,Mastersabove,m,other,1,29,3,3,0,54,0
25051,HR,region_2,Mastersabove,m,other,1,52,5,12,0,47,0
51424,Operations,region_2,Bachelors,f,sourcing,1,28,,1,0,68,0
70541,SalesMarketing,region_20,Bachelors,m,other,1,29,,1,0,51,0
17205,Analytics,region_22,Mastersabove,m,sourcing,1,27,,1,0,83,0
3980,SalesMarketing,region_2,Mastersabove,f,sourcing,1,40,3,3,0,48,1
73715,Operations,region_4,Bachelors,m,sourcing,1,41,5,5,0,,1
57363,Procurement,region_5,Bachelors,m,sourcing,1,32,3,4,0,71,0
52400,SalesMarketing,region_30,Bachelors,m,other,1,25,1,2,0,51,0
56338,Analytics,region_7,Bachelors,f,sourcing,1,29,4,2,0,84,0
30422,HR,region_17,Bachelors,f,other,1,27,,1,0,,0
12583,Operations,region_7,Below Secondary,m,sourcing,2,26,5,2,0,54,0
5660,SalesMarketing,region_7,Bachelors,f,other,1,33,5,8,0,49,0
7865,SalesMarketing,region_22,Bachelors,m,other,1,44,3,6,0,,0
64340,Operations,region_2,Bachelors,f,sourcing,1,38,5,9,0,94,1
51658,SalesMarketing,region_31,Bachelors,m,other,1,33,1,6,0,48,0
71175,Operations,region_31,Bachelors,f,sourcing,2,39,3,11,0,62,0
21075,Procurement,region_2,Bachelors,m,other,1,56,3,17,0,69,0
66724,Operations,region_26,Bachelors,m,other,1,33,5,5,0,56,0
61778,SalesMarketing,region_34,Bachelors,m,other,1,28,3,2,0,51,0
65759,Finance,region_2,Bachelors,m,other,1,39,4,14,0,58,0
8861,Technology,region_13,Mastersabove,m,sourcing,1,35,1,5,0,76,0
52232,Technology,region_10,Mastersabove,m,other,1,32,3,7,0,79,0
1474,SalesMarketing,region_7,Bachelors,m,sourcing,1,52,3,3,0,49,0
1281,SalesMarketing,region_22,Bachelors,m,other,2,34,3,4,0,50,0
9148,Operations,region_2,Bachelors,f,other,1,47,3,15,0,60,0
60179,Operations,region_4,Bachelors,f,sourcing,1,36,5,10,0,60,0
44436,SalesMarketing,region_1,Bachelors,m,sourcing,1,33,1,8,0,48,0
4311,Technology,region_2,Bachelors,m,other,1,50,1,7,0,79,0
35039,SalesMarketing,region_11,Bachelors,m,sourcing,1,32,4,5,0,50,0
56394,Procurement,region_27,Bachelors,m,sourcing,2,30,3,2,0,70,0
54131,Analytics,region_31,Mastersabove,m,other,3,34,3,10,0,82,0
76521,Procurement,region_23,Bachelors,f,other,1,33,5,4,0,66,1
3562,Procurement,region_21,Mastersabove,m,other,1,36,3,4,0,70,0
69681,Procurement,region_2,Mastersabove,m,other,1,39,4,10,0,68,0
5015,SalesMarketing,region_10,Mastersabove,m,other,1,36,5,10,0,47,0
13018,SalesMarketing,region_2,Bachelors,m,sourcing,1,55,3,14,0,55,0
9638,Finance,region_27,Bachelors,m,sourcing,1,24,,1,0,60,1
61793,Procurement,region_2,Bachelors,f,sourcing,1,30,5,4,0,71,0
1847,SalesMarketing,region_9,Mastersabove,m,sourcing,1,27,3,3,0,53,0
2673,HR,region_7,Bachelors,m,other,2,32,5,4,0,49,0
5786,R&D,region_22,Mastersabove,m,other,1,31,3,5,0,83,0
75611,Operations,region_14,Bachelors,m,other,1,38,5,4,0,60,1
46345,SalesMarketing,region_13,Bachelors,m,other,1,27,3,3,0,47,0
73419,Analytics,region_22,Bachelors,m,sourcing,3,27,4,4,0,85,0
53322,Operations,region_12,Mastersabove,f,other,1,31,3,6,0,58,0
45719,Operations,region_22,Bachelors,m,other,1,24,4,2,0,58,0
15083,Operations,region_7,Bachelors,m,sourcing,1,32,3,6,0,59,0
70897,Operations,region_13,Mastersabove,m,other,1,40,3,5,1,72,1
40927,SalesMarketing,region_15,Bachelors,m,other,2,32,4,5,0,52,0
23700,Procurement,region_13,Bachelors,m,sourcing,1,52,3,9,0,68,0
536,Analytics,region_20,Bachelors,m,sourcing,1,29,1,2,0,80,0
51568,SalesMarketing,region_2,Mastersabove,m,other,2,48,5,7,0,51,0
7858,HR,region_2,Bachelors,f,sourcing,1,45,4,3,0,46,0
44543,HR,region_2,Bachelors,m,other,1,60,3,4,0,47,0
17435,Operations,region_20,Bachelors,m,sourcing,2,31,3,3,0,55,0
38067,SalesMarketing,region_4,Bachelors,m,sourcing,4,35,3,8,0,48,0
40307,Technology,region_22,Bachelors,f,referred,1,29,5,8,0,79,0
36363,R&D,region_26,Mastersabove,m,other,2,36,3,3,0,89,0
68189,Operations,region_31,Bachelors,m,sourcing,1,32,5,2,0,60,0
5047,SalesMarketing,region_4,Mastersabove,m,other,2,38,4,3,0,47,0
44602,Technology,region_5,Bachelors,m,sourcing,3,28,4,4,0,78,0
56077,Operations,region_2,Bachelors,m,other,1,28,3,2,0,56,0
23069,Operations,region_22,Bachelors,f,other,1,33,3,4,0,59,0
67254,SalesMarketing,region_32,Bachelors,f,other,1,26,3,2,0,53,0
55820,Finance,region_6,Bachelors,f,other,1,28,5,4,1,56,0
2258,Operations,region_17,Bachelors,f,sourcing,2,33,5,2,0,60,0
52229,HR,region_2,Mastersabove,m,sourcing,1,43,3,3,0,51,0
40389,Procurement,region_16,Bachelors,f,sourcing,1,37,4,4,0,64,0
73776,Technology,region_7,Mastersabove,m,sourcing,1,44,4,3,0,79,0
56567,SalesMarketing,region_7,,m,sourcing,1,26,3,3,0,49,0
78105,Operations,region_22,Mastersabove,m,referred,1,33,5,5,0,59,0
12506,Operations,region_2,Bachelors,m,sourcing,2,43,5,13,0,57,0
27046,Procurement,region_2,Bachelors,m,sourcing,1,43,4,16,0,71,0
46676,Operations,region_16,Bachelors,m,other,1,31,3,7,0,60,0
30827,SalesMarketing,region_1,Bachelors,m,other,1,27,5,3,0,49,0
17891,Operations,region_2,Below Secondary,m,other,1,20,,1,0,58,0
27592,Operations,region_21,Mastersabove,f,other,1,39,3,2,0,60,0
71468,SalesMarketing,region_13,Mastersabove,m,other,1,50,3,10,0,,0
28904,Procurement,region_11,Mastersabove,m,sourcing,1,32,2,5,0,67,0
14027,Technology,region_15,Bachelors,f,sourcing,1,35,3,5,0,76,0
31326,Operations,region_13,Bachelors,m,other,1,40,5,7,0,57,0
10634,SalesMarketing,region_6,Bachelors,m,sourcing,1,48,3,3,0,47,0
74043,SalesMarketing,region_20,Bachelors,m,sourcing,1,37,3,3,0,47,0
57628,Operations,region_23,Bachelors,f,other,1,38,5,5,0,59,0
31839,Procurement,region_27,Mastersabove,m,other,1,38,3,10,0,70,1
42041,Analytics,region_22,Bachelors,m,sourcing,1,28,5,2,0,82,0
64692,Finance,region_7,Bachelors,m,other,1,29,4,2,0,,0
48049,Procurement,region_2,Mastersabove,f,other,3,50,3,13,0,69,0
50887,Legal,region_2,Bachelors,f,other,1,37,3,8,0,62,0
65847,Technology,region_22,Bachelors,f,other,2,26,4,4,0,79,0
20963,Legal,region_26,Bachelors,m,other,1,32,4,6,0,,0
41458,SalesMarketing,region_16,Bachelors,m,other,1,53,2,17,0,48,0
56794,SalesMarketing,region_6,Bachelors,m,sourcing,2,32,1,9,0,48,0
6151,Procurement,region_22,Mastersabove,m,other,1,35,3,4,0,69,0
68878,Analytics,region_22,Bachelors,m,referred,3,28,4,4,0,86,0
35291,Procurement,region_7,Bachelors,f,other,2,33,3,9,0,75,0
7896,Operations,region_16,Bachelors,m,sourcing,1,37,5,6,0,,0
62675,Operations,region_2,Bachelors,m,sourcing,1,40,5,6,0,58,0
12101,Operations,region_2,Below Secondary,m,other,1,24,,1,0,56,0
15843,Technology,region_7,Below Secondary,m,sourcing,1,23,3,2,0,91,1
15987,Procurement,region_24,Bachelors,m,sourcing,1,27,4,3,0,69,0
29340,SalesMarketing,region_29,Bachelors,f,sourcing,1,30,3,6,0,46,0
19331,SalesMarketing,region_7,Bachelors,m,other,2,24,3,2,0,47,0
51082,Procurement,region_5,Bachelors,f,other,1,32,,1,0,62,0
65424,Operations,region_7,Mastersabove,m,other,1,43,3,8,0,65,0
40401,Procurement,region_15,Mastersabove,m,other,1,41,1,11,0,68,0
33330,Technology,region_2,Mastersabove,f,other,1,58,5,19,0,77,1
735,Technology,region_27,Mastersabove,m,other,1,44,3,8,0,81,0
56740,Technology,region_31,Bachelors,f,sourcing,2,30,3,2,0,79,0
20899,Technology,region_2,Bachelors,f,other,1,26,1,1,0,77,0
28757,Legal,region_2,Below Secondary,m,sourcing,1,26,5,2,0,,0
18969,Operations,region_22,Bachelors,m,sourcing,1,29,5,3,0,63,0
17215,Analytics,region_31,,m,sourcing,2,30,4,9,0,88,0
26057,Operations,region_15,Mastersabove,f,other,2,37,4,9,0,63,0
7982,SalesMarketing,region_1,Bachelors,m,other,1,29,4,6,0,49,0
20569,SalesMarketing,region_2,Bachelors,m,sourcing,1,30,3,3,0,49,0
9701,Technology,region_11,Bachelors,f,sourcing,1,29,4,8,0,78,0
38198,SalesMarketing,region_13,Bachelors,m,other,3,27,,1,0,,0
2436,Analytics,region_24,Bachelors,m,other,1,33,3,4,0,83,0
35565,SalesMarketing,region_14,Bachelors,m,other,1,33,5,6,0,48,0
31225,Procurement,region_23,Mastersabove,m,other,1,37,2,3,0,67,0
11541,Procurement,region_13,Bachelors,f,other,1,40,3,9,0,69,0
32827,Analytics,region_31,Bachelors,m,sourcing,1,35,2,2,0,86,0
49589,Procurement,region_27,Bachelors,m,other,3,32,3,8,0,68,0
54891,Procurement,region_7,Mastersabove,m,other,1,39,3,13,0,70,0
50131,Operations,region_22,Bachelors,f,sourcing,1,34,5,6,0,54,0
13953,Operations,region_7,Mastersabove,m,other,1,44,1,6,0,,0
4116,Analytics,region_28,Bachelors,f,other,1,32,3,6,0,90,0
55206,Analytics,region_4,Bachelors,m,other,1,39,5,6,0,84,1
37217,Technology,region_5,Bachelors,m,other,1,26,2,4,0,79,0
2203,SalesMarketing,region_34,Bachelors,m,other,1,27,5,6,0,55,0
66571,Analytics,region_28,Mastersabove,m,other,1,31,3,7,0,85,0
75490,Procurement,region_2,Bachelors,m,other,1,31,5,7,0,85,1
6615,SalesMarketing,region_7,Mastersabove,m,sourcing,1,37,4,3,0,48,0
32729,Procurement,region_26,Bachelors,f,other,2,25,3,3,0,74,0
49032,SalesMarketing,region_2,Bachelors,m,other,1,44,5,15,0,52,0
44449,Technology,region_27,Bachelors,f,other,1,40,3,6,0,79,0
59161,Finance,region_10,Mastersabove,m,other,2,33,5,5,0,62,0
48639,Operations,region_2,,m,other,1,29,1,5,0,58,0
20667,Procurement,region_13,Bachelors,f,other,1,33,5,6,0,73,0
43595,SalesMarketing,region_28,Bachelors,m,other,1,41,5,12,0,48,0
17703,Technology,region_22,Bachelors,m,referred,1,29,3,3,0,79,0
38780,Operations,region_31,Mastersabove,m,other,1,36,3,3,0,53,0
44003,Technology,region_2,Mastersabove,m,sourcing,1,38,2,4,0,82,0
19636,Technology,region_13,Bachelors,m,sourcing,1,29,2,5,0,79,0
27729,R&D,region_31,Mastersabove,m,other,1,34,3,5,0,80,0
55220,SalesMarketing,region_31,Bachelors,m,sourcing,1,37,1,7,0,51,0
48752,Finance,region_26,Bachelors,m,other,1,28,1,3,0,55,0
39624,Analytics,region_9,,m,other,1,31,3,7,0,81,0
22670,Operations,region_21,Bachelors,m,other,1,35,3,9,0,60,0
16588,Analytics,region_22,Mastersabove,m,sourcing,2,40,3,9,0,85,0
70883,SalesMarketing,region_2,Bachelors,m,sourcing,1,60,1,17,0,52,0
57274,Operations,region_32,Bachelors,m,other,1,32,5,5,0,60,0
712,SalesMarketing,region_14,Bachelors,m,sourcing,1,28,4,2,0,46,0
12515,Operations,region_2,Bachelors,f,other,1,20,2,2,0,64,0
27238,SalesMarketing,region_33,Bachelors,f,sourcing,1,31,3,9,0,51,0
53933,Technology,region_2,Bachelors,m,other,3,29,,1,0,77,0
29526,Analytics,region_22,Bachelors,m,other,1,27,,1,0,80,0
69147,SalesMarketing,region_16,Bachelors,m,sourcing,1,28,5,2,0,44,0
72814,Finance,region_2,Mastersabove,f,other,1,39,3,9,0,54,0
72144,Analytics,region_25,Bachelors,m,sourcing,2,30,3,4,0,86,0
25897,SalesMarketing,region_26,Bachelors,f,other,1,26,3,2,0,46,0
26309,Operations,region_15,Bachelors,m,other,1,35,3,7,0,59,0
49746,Technology,region_19,Mastersabove,m,other,1,41,1,11,0,80,0
46382,SalesMarketing,region_22,Bachelors,m,other,1,46,3,5,0,47,0
74486,Procurement,region_2,Mastersabove,m,sourcing,1,58,2,12,0,68,0
6318,SalesMarketing,region_13,,m,other,1,22,,1,0,49,0
21021,SalesMarketing,region_10,Bachelors,m,other,1,25,3,2,0,49,0
62164,SalesMarketing,region_27,Bachelors,m,sourcing,2,32,4,2,0,47,0
46534,Technology,region_13,Mastersabove,f,other,3,35,3,7,0,82,0
7025,Procurement,region_15,Mastersabove,m,other,1,52,1,5,0,68,0
39226,Operations,region_2,Mastersabove,m,other,1,57,3,3,0,63,0
72488,Technology,region_2,Mastersabove,f,sourcing,1,53,1,21,0,78,0
64794,SalesMarketing,region_19,Bachelors,m,sourcing,1,30,5,4,0,50,0
20758,SalesMarketing,region_11,Bachelors,m,sourcing,1,25,3,2,0,53,0
8709,SalesMarketing,region_2,Mastersabove,m,sourcing,1,56,1,17,0,46,0
14911,SalesMarketing,region_28,Bachelors,m,other,1,30,1,9,0,47,0
61195,HR,region_16,Bachelors,m,other,1,27,,1,0,51,0
55449,SalesMarketing,region_2,Bachelors,f,other,1,36,4,3,0,47,0
27976,Finance,region_28,Mastersabove,m,sourcing,3,35,4,3,0,,1
43379,Procurement,region_26,Bachelors,m,other,2,31,3,4,0,72,0
66463,SalesMarketing,region_32,Bachelors,f,sourcing,2,32,2,6,0,49,0
34358,Analytics,region_4,Bachelors,m,sourcing,1,33,3,5,0,84,0
62889,Operations,region_15,Bachelors,m,other,1,38,5,5,0,,1
3273,Operations,region_2,Mastersabove,f,sourcing,1,33,4,2,0,59,0
24160,Legal,region_22,Mastersabove,m,other,1,38,3,7,0,54,0
27236,SalesMarketing,region_7,Mastersabove,m,other,6,34,4,8,0,47,0
10335,Procurement,region_15,Mastersabove,f,other,1,41,5,13,1,67,0
56556,Operations,region_2,,m,sourcing,2,39,4,14,0,,0
71465,SalesMarketing,region_12,Bachelors,m,sourcing,1,28,3,4,0,46,0
16776,Analytics,region_31,Bachelors,m,other,1,29,5,5,0,85,0
38775,Analytics,region_22,,m,sourcing,1,27,,1,0,86,0
64444,Analytics,region_15,Bachelors,m,sourcing,1,29,,1,0,80,0
50466,SalesMarketing,region_5,Mastersabove,m,other,1,32,4,6,0,48,0
12856,SalesMarketing,region_31,Bachelors,f,other,1,31,2,4,0,50,0
71897,SalesMarketing,region_15,Bachelors,m,other,1,27,3,2,1,47,0
4861,SalesMarketing,region_13,Bachelors,f,other,1,29,3,5,0,49,0
45356,Procurement,region_13,Bachelors,f,sourcing,1,30,3,5,0,66,0
75885,Finance,region_27,Bachelors,m,other,1,38,4,7,0,58,0
20299,SalesMarketing,region_24,Bachelors,m,sourcing,1,27,4,2,0,,0
51034,SalesMarketing,region_22,Bachelors,m,sourcing,2,29,1,4,0,50,0
21253,Technology,region_2,Mastersabove,f,other,1,40,3,13,0,79,0
65718,Finance,region_2,Bachelors,f,other,1,27,3,5,0,,0
76603,SalesMarketing,region_27,Bachelors,m,other,1,44,1,16,0,50,0
54134,Operations,region_17,Bachelors,m,sourcing,1,28,2,3,0,,0
26993,Technology,region_2,Below Secondary,m,sourcing,1,23,,1,0,76,0
28085,Operations,region_2,Mastersabove,f,sourcing,2,59,3,31,0,62,0
25231,Procurement,region_22,Bachelors,f,sourcing,1,29,,1,0,72,0
74272,Operations,region_28,Mastersabove,f,other,1,32,4,2,0,,0
60084,SalesMarketing,region_25,Mastersabove,f,sourcing,1,36,1,3,0,44,0
2513,Technology,region_9,Mastersabove,m,other,1,33,3,5,0,81,0
57999,SalesMarketing,region_12,Bachelors,m,sourcing,1,34,3,6,0,47,1
25419,SalesMarketing,region_2,Bachelors,m,sourcing,1,25,,1,0,49,0
9204,Finance,region_13,Bachelors,f,other,1,27,,1,0,57,0
63365,Procurement,region_17,Bachelors,f,other,1,34,3,8,0,67,0
58368,Technology,region_2,Bachelors,m,other,2,53,3,4,0,79,0
16584,HR,region_31,Bachelors,m,other,1,29,3,3,0,51,0
66439,SalesMarketing,region_31,Bachelors,m,other,1,49,4,4,0,43,0
60831,Operations,region_21,Bachelors,m,sourcing,1,26,4,3,0,,0
75567,Finance,region_4,Mastersabove,m,other,1,35,4,3,0,59,0
64131,Technology,region_25,Mastersabove,f,other,1,33,5,4,0,80,0
33266,Operations,region_2,Bachelors,f,other,1,58,4,13,0,,0
60644,Finance,region_28,Bachelors,m,other,1,28,3,5,0,,0
68804,SalesMarketing,region_13,Mastersabove,m,other,1,54,2,6,0,47,0
20954,HR,region_7,Bachelors,f,other,1,24,3,2,0,54,0
66979,Operations,region_20,Bachelors,m,other,2,32,5,5,0,60,0
9879,SalesMarketing,region_22,Bachelors,m,sourcing,1,30,4,3,0,92,1
59207,Operations,region_32,Bachelors,m,other,1,26,3,4,0,58,0
25158,Operations,region_27,Bachelors,m,sourcing,1,33,4,4,0,57,0
23656,Technology,region_2,Mastersabove,f,sourcing,1,34,3,2,0,83,0
57994,Procurement,region_23,Bachelors,m,sourcing,1,33,3,4,0,69,0
7710,SalesMarketing,region_2,Mastersabove,f,other,2,36,4,7,0,52,0
60399,Analytics,region_22,Bachelors,m,other,1,33,5,5,0,83,1
26969,Legal,region_13,Bachelors,m,other,1,27,,1,0,59,0
53444,SalesMarketing,region_32,Bachelors,m,other,2,29,3,1,0,48,0
42607,SalesMarketing,region_27,Bachelors,m,other,1,38,2,4,0,53,0
1527,Technology,region_19,Bachelors,m,other,1,31,3,9,0,81,0
8175,SalesMarketing,region_2,Mastersabove,m,other,1,20,3,2,0,51,0
37015,Analytics,region_22,Bachelors,m,referred,1,28,3,4,1,86,0
12238,SalesMarketing,region_1,Bachelors,m,other,1,36,3,3,0,50,0
35407,Procurement,region_15,Bachelors,m,other,1,48,3,5,0,68,0
30083,Technology,region_13,Mastersabove,m,other,1,38,3,9,0,80,0
45691,SalesMarketing,region_3,Bachelors,m,other,1,33,3,7,0,52,0
67714,Operations,region_22,Bachelors,m,other,1,40,2,4,0,60,0
56353,Operations,region_22,Bachelors,f,referred,1,34,5,3,0,59,0
38205,SalesMarketing,region_22,Bachelors,m,other,1,35,4,8,0,48,0
23035,Technology,region_23,Mastersabove,m,other,1,35,4,8,0,79,0
18947,Analytics,region_22,Bachelors,f,other,2,27,3,5,0,84,0
69249,Operations,region_26,Bachelors,m,other,1,43,3,4,0,62,0
60728,Analytics,region_4,Bachelors,m,other,1,33,3,5,0,80,0
57627,Technology,region_2,Below Secondary,m,sourcing,1,22,,1,0,84,0
55689,SalesMarketing,region_20,Bachelors,m,sourcing,1,41,3,7,0,48,0
16895,SalesMarketing,region_29,,m,other,1,29,,1,0,49,0
12443,Analytics,region_25,Mastersabove,m,other,1,35,5,8,0,88,0
22432,Analytics,region_7,,m,other,1,29,3,4,0,82,0
44657,Procurement,region_17,Mastersabove,m,other,1,35,1,9,0,71,0
58736,Technology,region_24,Bachelors,m,other,1,30,3,6,0,81,0
62492,Procurement,region_29,Bachelors,m,sourcing,3,27,3,2,0,68,0
23686,SalesMarketing,region_29,Bachelors,m,sourcing,1,29,2,3,0,48,0
6610,Procurement,region_10,Mastersabove,m,sourcing,1,31,4,6,0,71,0
11768,Analytics,region_19,Bachelors,m,other,1,29,3,4,0,83,0
77546,SalesMarketing,region_7,Bachelors,m,other,1,26,3,5,0,48,0
64231,Operations,region_15,Bachelors,m,other,1,43,5,5,0,72,1
47531,Operations,region_2,Bachelors,m,referred,2,35,5,7,0,,0
22722,Operations,region_14,Bachelors,m,sourcing,1,41,3,12,0,66,0
30278,Technology,region_22,Mastersabove,m,other,1,53,4,5,0,80,0
28518,SalesMarketing,region_17,Bachelors,m,other,1,40,5,2,0,50,0
26919,SalesMarketing,region_1,Bachelors,m,sourcing,1,31,3,7,0,47,0
25007,Technology,region_7,Mastersabove,m,other,2,34,4,6,0,75,0
21767,SalesMarketing,region_9,Bachelors,m,other,1,32,1,9,0,55,0
36696,Finance,region_2,Bachelors,m,other,1,41,1,2,0,79,1
7526,Procurement,region_29,Bachelors,f,sourcing,1,29,2,4,0,73,0
10594,SalesMarketing,region_7,,m,sourcing,1,33,1,8,0,48,0
42261,SalesMarketing,region_22,,f,other,1,28,5,2,0,54,0
30014,Operations,region_15,Bachelors,m,sourcing,1,43,3,3,0,57,0
13945,HR,region_28,Bachelors,f,other,1,29,3,4,0,,0
14258,Operations,region_3,Bachelors,m,sourcing,1,28,3,3,0,63,0
32302,SalesMarketing,region_2,Bachelors,m,sourcing,2,46,3,2,0,50,0
30546,R&D,region_30,Bachelors,m,sourcing,1,31,3,4,0,87,0
50088,SalesMarketing,region_21,Mastersabove,m,other,1,35,3,8,0,48,0
45764,HR,region_7,Bachelors,m,sourcing,1,27,,1,0,56,1
36240,Operations,region_2,Bachelors,m,other,1,31,4,5,0,62,0
22500,Legal,region_22,Bachelors,m,sourcing,1,29,5,2,0,,1
27328,SalesMarketing,region_2,,f,other,1,44,3,17,0,48,0
73262,Operations,region_2,Mastersabove,m,sourcing,1,33,3,4,0,67,0
2729,Technology,region_20,Mastersabove,m,sourcing,1,38,2,10,0,77,0
72020,Operations,region_22,Bachelors,f,other,1,40,5,9,0,56,0
41168,Analytics,region_13,Bachelors,m,other,3,27,3,2,0,84,0
64094,SalesMarketing,region_26,Bachelors,m,other,1,34,5,5,0,49,0
47298,Operations,region_2,Bachelors,m,other,1,51,3,22,0,55,0
27103,Technology,region_2,Bachelors,m,other,1,44,5,15,0,77,0
1686,SalesMarketing,region_11,Bachelors,m,sourcing,1,42,3,10,0,52,0
67759,Technology,region_16,Bachelors,f,other,1,59,5,12,0,81,1
35723,R&D,region_22,Bachelors,f,other,2,31,1,2,0,81,0
24302,Operations,region_26,Bachelors,m,other,1,28,4,4,0,,0
51874,Analytics,region_22,Bachelors,m,other,3,28,5,3,0,84,0
48395,Procurement,region_7,Mastersabove,m,other,1,37,3,10,0,70,0
34163,SalesMarketing,region_28,Mastersabove,f,sourcing,1,34,5,6,0,46,0
40145,Analytics,region_14,Bachelors,m,other,2,35,5,7,0,85,0
75936,R&D,region_26,Bachelors,m,other,2,36,5,3,0,79,1
71105,Analytics,region_29,,m,other,1,30,3,8,0,84,0
27706,SalesMarketing,region_28,Bachelors,m,sourcing,1,28,3,5,0,54,0
26480,SalesMarketing,region_29,Bachelors,m,sourcing,1,31,4,6,0,53,0
21067,Technology,region_2,Bachelors,f,other,1,25,3,3,0,81,0
34438,Finance,region_22,Below Secondary,m,other,1,23,4,2,0,55,0
15067,SalesMarketing,region_2,Bachelors,m,other,1,32,5,6,0,50,0
3760,Analytics,region_2,,m,other,2,22,,1,0,84,0
69886,SalesMarketing,region_2,Bachelors,m,sourcing,1,58,1,10,0,49,0
58948,Technology,region_22,Bachelors,m,referred,1,26,5,3,0,77,1
63688,Procurement,region_17,Mastersabove,f,other,1,53,4,14,0,69,0
5239,Finance,region_2,Bachelors,m,other,1,37,4,9,0,59,0
67237,Technology,region_2,Mastersabove,f,sourcing,1,44,5,4,0,90,1
20469,Operations,region_24,Mastersabove,f,other,1,36,1,9,0,65,0
39852,Technology,region_1,Mastersabove,m,other,1,34,5,3,0,83,0
58126,Operations,region_19,Bachelors,m,other,1,37,3,8,0,52,0
33782,Procurement,region_27,Mastersabove,m,other,1,34,3,10,0,68,0
3943,Procurement,region_4,Mastersabove,m,other,1,53,3,21,0,72,0
27696,HR,region_22,Mastersabove,m,sourcing,1,39,3,7,0,54,0
15377,SalesMarketing,region_33,Mastersabove,m,sourcing,1,37,3,2,0,48,0
46971,Operations,region_15,Mastersabove,m,referred,1,42,4,5,0,57,0
63054,Operations,region_11,Bachelors,m,other,1,32,3,6,0,,0
13036,Procurement,region_11,Mastersabove,m,other,1,32,3,9,0,70,0
72323,Analytics,region_22,Bachelors,m,referred,2,26,5,2,0,81,0
35610,Procurement,region_2,Below Secondary,m,sourcing,1,20,,1,0,67,0
43039,Operations,region_2,Bachelors,f,other,1,33,2,7,0,58,0
40859,SalesMarketing,region_23,,m,other,1,41,3,5,0,51,0
77927,Procurement,region_13,Mastersabove,m,other,1,32,5,4,0,68,0
13493,SalesMarketing,region_3,Bachelors,m,other,1,30,3,5,0,49,0
76361,SalesMarketing,region_2,Mastersabove,f,other,1,45,1,7,0,49,0
51075,Operations,region_22,Bachelors,m,other,1,24,2,3,0,63,0
13569,Operations,region_22,Mastersabove,f,other,1,40,4,7,0,57,0
74719,SalesMarketing,region_15,Bachelors,m,other,2,43,3,11,0,49,0
66158,SalesMarketing,region_16,,m,other,1,32,1,6,0,51,0
55704,SalesMarketing,region_20,Bachelors,m,other,1,26,,1,1,50,0
60793,HR,region_2,Bachelors,m,other,1,55,4,26,0,49,0
42891,Procurement,region_8,Bachelors,m,sourcing,2,33,2,8,0,72,0
69045,Procurement,region_22,Mastersabove,m,other,2,35,1,4,0,68,0
34973,SalesMarketing,region_17,Mastersabove,m,other,1,41,4,5,0,50,0
27973,SalesMarketing,region_27,,m,other,2,23,1,2,0,51,0
23610,Operations,region_2,Bachelors,m,other,1,52,4,15,0,55,0
29541,Procurement,region_31,Mastersabove,f,other,1,37,5,10,0,65,0
13117,Finance,region_2,Mastersabove,m,sourcing,1,38,4,5,0,57,0
57909,SalesMarketing,region_30,Bachelors,m,other,2,36,3,7,0,44,0
39689,Technology,region_31,Mastersabove,m,sourcing,3,43,3,6,0,84,0
46449,SalesMarketing,region_8,Bachelors,m,other,1,32,3,7,0,50,0
18480,SalesMarketing,region_2,Mastersabove,f,other,1,32,1,9,0,47,0
24272,R&D,region_4,Mastersabove,m,other,1,36,3,6,0,81,0
52908,Technology,region_11,Mastersabove,f,other,1,40,3,10,0,81,0
78286,SalesMarketing,region_26,Bachelors,f,sourcing,1,34,3,5,0,46,0
12990,SalesMarketing,region_2,,m,other,1,38,1,3,0,47,0
44604,SalesMarketing,region_15,Bachelors,m,sourcing,1,43,4,19,0,57,0
20338,Procurement,region_2,Bachelors,f,sourcing,1,35,5,3,0,79,1
29410,SalesMarketing,region_17,Bachelors,f,other,2,33,1,6,0,50,0
7621,SalesMarketing,region_22,Bachelors,m,sourcing,1,23,,1,0,48,0
3699,SalesMarketing,region_11,Bachelors,m,other,1,35,5,2,0,47,0
2928,Analytics,region_22,Bachelors,m,other,1,29,5,2,0,82,0
46262,Operations,region_27,Bachelors,m,other,1,37,5,7,0,64,0
14880,Procurement,region_26,Bachelors,f,sourcing,1,28,3,4,0,70,0
68313,R&D,region_2,Mastersabove,m,sourcing,1,37,5,3,0,82,0
6809,Analytics,region_26,Bachelors,m,other,1,38,4,8,0,82,0
23929,SalesMarketing,region_2,Bachelors,m,other,2,35,2,9,0,52,0
41893,Operations,region_27,Bachelors,m,sourcing,1,30,5,4,0,62,1
73373,Analytics,region_31,,m,sourcing,1,26,4,1,0,90,0
57384,SalesMarketing,region_2,Mastersabove,m,sourcing,2,33,3,7,0,52,0
75525,SalesMarketing,region_6,Bachelors,f,sourcing,1,28,,1,0,53,0
14684,Technology,region_2,Bachelors,f,other,1,28,1,5,0,80,1
